town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Doubravice,6,110,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579181,579181,17.84
Doubravice,9,93,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579181,579181,26.29
Dubenec,6,208,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579190,579190,20.16
Dubenec,9,125,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579190,579190,11.60
Dvůr Králové nad Labem,6,3650,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579203,579203,19.75
Dvůr Králové nad Labem,9,3840,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579203,579203,24.16
Hajnice,6,228,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579211,579211,22.19
Hajnice,9,169,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579211,579211,13.84
Havlovice,6,244,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579220,579220,20.22
Havlovice,9,263,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579220,579220,20.77
Horní Brusnice,6,130,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579238,579238,16.41
Horní Brusnice,9,67,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579238,579238,14.42
Trokavec,6,42,CZ0326,Zeman Miloš Ing.,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579246,579246,27.27
Trokavec,9,10,CZ0326,Schwarzenberg Karel,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579246,579246,6.81
Horní Kalná,6,75,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579254,579254,12.32
Horní Kalná,9,129,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579254,579254,27.01
Horní Maršov,6,281,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579262,579262,20.38
Horní Maršov,9,329,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579262,579262,25.13
Horní Olešnice,6,87,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579271,579271,30.32
Horní Olešnice,9,44,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579271,579271,8.38
Vísky,6,12,CZ0326,Zeman Miloš Ing.,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579289,579289,28.00
Vísky,9,13,CZ0326,Schwarzenberg Karel,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579289,579289,8.00
Hostinné,6,1290,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579297,579297,23.09
Hostinné,9,839,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579297,579297,17.19
Hřibojedy,6,83,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579301,579301,34.21
Hřibojedy,9,26,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579301,579301,11.40
Chotěvice,6,301,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579319,579319,22.03
Chotěvice,9,142,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579319,579319,13.55
Choustníkovo Hradiště,6,130,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579327,579327,20.99
Choustníkovo Hradiště,9,83,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579327,579327,16.03
Chvaleč,6,146,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579335,579335,20.51
Chvaleč,9,130,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579335,579335,13.46
Štítov,6,30,CZ0326,Zeman Miloš Ing.,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579343,579343,38.46
Štítov,9,10,CZ0326,Schwarzenberg Karel,Rokycany,pe311?xjazyk=CZ&xnumnuts=3206&xobec=579343,579343,12.82
Janské Lázně,6,194,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579351,579351,12.90
Janské Lázně,9,508,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579351,579351,39.46
Těšovice,6,51,CZ0413,Zeman Miloš Ing.,Sokolov,pe311?xjazyk=CZ&xnumnuts=4103&xobec=579360,579360,23.52
Těšovice,9,38,CZ0413,Schwarzenberg Karel,Sokolov,pe311?xjazyk=CZ&xnumnuts=4103&xobec=579360,579360,17.64
Jívka,6,178,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579378,579378,28.95
Jívka,9,91,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579378,579378,11.19
Klášterská Lhota,6,65,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579386,579386,23.72
Klášterská Lhota,9,46,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579386,579386,19.49
Kocbeře,6,130,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579394,579394,23.07
Kocbeře,9,77,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579394,579394,18.62
Kohoutov,6,48,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579408,579408,20.74
Kohoutov,9,73,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579408,579408,26.66
Kuks,6,64,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579416,579416,18.18
Kuks,9,48,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579416,579416,13.22
Kunčice nad Labem,6,114,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579424,579424,19.16
Kunčice nad Labem,9,159,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579424,579424,25.78
Lánov,6,472,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579432,579432,23.28
Lánov,9,381,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579432,579432,21.82
Lanžov,6,64,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579441,579441,17.27
Lanžov,9,39,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579441,579441,20.90
Ctiboř,6,134,CZ0327,Zeman Miloš Ing.,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579459,579459,24.61
Ctiboř,9,42,CZ0327,Schwarzenberg Karel,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579459,579459,12.30
Skapce,6,41,CZ0327,Zeman Miloš Ing.,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579467,579467,26.41
Skapce,9,6,CZ0327,Schwarzenberg Karel,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579467,579467,1.88
Libňatov,6,116,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579475,579475,15.56
Libňatov,9,88,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579475,579475,16.03
Libotov,6,68,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579483,579483,29.56
Libotov,9,34,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579483,579483,13.04
Vranov,6,36,CZ0327,Zeman Miloš Ing.,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579491,579491,25.97
Vranov,9,28,CZ0327,Schwarzenberg Karel,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=579491,579491,6.49
Malá Úpa,6,60,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579505,579505,13.11
Malá Úpa,9,238,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579505,579505,57.92
Malé Svatoňovice,6,417,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579513,579513,16.59
Malé Svatoňovice,9,446,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579513,579513,25.69
Maršov u Úpice,6,53,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579530,579530,33.02
Maršov u Úpice,9,46,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579530,579530,18.34
Mladé Buky,6,536,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579548,579548,22.58
Mladé Buky,9,452,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579548,579548,21.70
Mostek,6,365,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579556,579556,24.26
Mostek,9,234,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579556,579556,14.16
Nemojov,6,154,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579564,579564,19.24
Nemojov,9,157,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579564,579564,23.97
Pec pod Sněžkou,6,174,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579581,579581,10.84
Pec pod Sněžkou,9,927,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579581,579581,52.37
Pilníkov,6,324,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579599,579599,19.28
Pilníkov,9,213,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579599,579599,14.82
Prosečné,6,192,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579602,579602,22.36
Prosečné,9,82,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579602,579602,13.48
Radvanice,6,274,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579629,579629,22.17
Radvanice,9,144,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579629,579629,12.55
Rtyně v Podkrkonoší,6,811,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579637,579637,20.85
Rtyně v Podkrkonoší,9,690,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579637,579637,18.92
Rudník,6,611,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579645,579645,24.79
Rudník,9,355,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579645,579645,14.60
Staré Buky,6,182,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579661,579661,28.57
Staré Buky,9,83,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579661,579661,16.78
Strážné,6,40,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579696,579696,12.32
Strážné,9,209,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579696,579696,56.16
Suchovršice,6,103,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579726,579726,21.50
Suchovršice,9,86,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579726,579726,20.00
Svoboda nad Úpou,6,616,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579734,579734,22.70
Svoboda nad Úpou,9,523,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579734,579734,21.64
Špindlerův Mlýn,6,285,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579742,579742,13.76
Špindlerův Mlýn,9,1095,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579742,579742,52.06
Trotina,6,36,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579751,579751,29.26
Trotina,9,5,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579751,579751,9.75
Třebihošť,6,124,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579769,579769,17.91
Třebihošť,9,87,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579769,579769,20.41
Úpice,6,1372,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579777,579777,18.66
Úpice,9,1161,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579777,579777,19.38
Velké Svatoňovice,6,333,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579785,579785,18.30
Velké Svatoňovice,9,284,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579785,579785,18.60
Velký Vřešťov,6,56,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579793,579793,12.40
Velký Vřešťov,9,67,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579793,579793,15.50
Vítězná,6,267,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579815,579815,19.07
Vítězná,9,242,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579815,579815,17.59
Vlčice,6,136,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579823,579823,23.04
Vlčice,9,128,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579823,579823,20.44
Vlčkovice v Podkrkonoší,6,66,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579831,579831,17.72
Vlčkovice v Podkrkonoší,9,70,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579831,579831,18.98
Vrchlabí,6,2845,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579858,579858,18.48
Vrchlabí,9,3453,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579858,579858,28.30
Zlatá Olešnice,6,58,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579866,579866,16.09
Zlatá Olešnice,9,37,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579866,579866,14.94
Žacléř,6,918,CZ0525,Zeman Miloš Ing.,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579874,579874,22.37
Žacléř,9,621,CZ0525,Schwarzenberg Karel,Trutnov,pe311?xjazyk=CZ&xnumnuts=5205&xobec=579874,579874,16.04
Ústí nad Orlicí,6,3740,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579891,579891,21.98
Ústí nad Orlicí,9,3402,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579891,579891,23.56
Brandýs nad Orlicí,6,422,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579947,579947,18.54
Brandýs nad Orlicí,9,336,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579947,579947,15.82
Bučina,6,68,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579963,579963,24.28
Bučina,9,64,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579963,579963,18.57
Bystřec,6,320,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579971,579971,16.53
Bystřec,9,266,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579971,579971,15.26
Cotkytle,6,95,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579980,579980,21.33
Cotkytle,9,49,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579980,579980,15.33
Čenkovice,6,80,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579998,579998,25.19
Čenkovice,9,100,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=579998,579998,28.24
Červená Voda,6,854,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580015,580015,25.44
Červená Voda,9,461,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580015,580015,15.20
Česká Rybná,6,144,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580023,580023,26.08
Česká Rybná,9,51,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580023,580023,8.69
Česká Třebová,6,4388,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580031,580031,22.57
Česká Třebová,9,3411,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580031,580031,20.04
České Heřmanice,6,130,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580040,580040,17.40
České Heřmanice,9,157,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580040,580040,21.16
České Libchavy,6,139,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580058,580058,18.32
České Libchavy,9,138,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580058,580058,18.32
České Petrovice,6,46,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580066,580066,18.18
České Petrovice,9,51,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580066,580066,29.54
Damníkov,6,238,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580074,580074,33.33
Damníkov,9,67,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580074,580074,6.60
Dobříkov,6,158,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580091,580091,27.00
Dobříkov,9,108,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580091,580091,21.89
Dolní Čermná,6,281,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580112,580112,17.73
Dolní Čermná,9,416,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580112,580112,28.78
Dolní Dobrouč,6,644,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580121,580121,18.20
Dolní Dobrouč,9,762,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580121,580121,20.62
Libchavy,6,444,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580147,580147,20.54
Libchavy,9,410,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580147,580147,20.43
Dolní Morava,6,135,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580163,580163,22.79
Dolní Morava,9,249,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580163,580163,27.97
Džbánov,6,94,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580210,580210,18.27
Džbánov,9,72,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580210,580210,21.50
Hejnice,6,57,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580228,580228,14.18
Hejnice,9,68,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580228,580228,12.05
Hnátnice,6,197,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580261,580261,16.84
Hnátnice,9,217,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580261,580261,22.75
Horní Čermná,6,233,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580279,580279,19.65
Horní Čermná,9,314,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580279,580279,26.89
Horní Heřmanice,6,150,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580295,580295,22.35
Horní Heřmanice,9,113,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580295,580295,15.04
Sloupnice,6,463,CZ0533,Zeman Miloš Ing.,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=580325,580325,20.77
Sloupnice,9,404,CZ0533,Schwarzenberg Karel,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=580325,580325,18.37
Horní Třešňovec,6,134,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580333,580333,20.46
Horní Třešňovec,9,189,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580333,580333,23.63
Hrušová,6,104,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580341,580341,23.11
Hrušová,9,89,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580341,580341,20.28
Choceň,6,2157,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580350,580350,18.64
Choceň,9,2129,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580350,580350,21.83
Jablonné nad Orlicí,6,640,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580376,580376,17.57
Jablonné nad Orlicí,9,888,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580376,580376,28.28
Jamné nad Orlicí,6,187,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580392,580392,18.47
Jamné nad Orlicí,9,188,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580392,580392,22.16
Javorník,6,85,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580406,580406,30.21
Javorník,9,52,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580406,580406,22.30
Jehnědí,6,69,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580414,580414,20.21
Jehnědí,9,81,CZ0534,Schwarzenberg Karel,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580414,580414,11.47
Kameničná,6,78,CZ0534,Zeman Miloš Ing.,Ústí nad Orlicí,pe311?xjazyk=CZ&xnumnuts=5304&xobec=580422,580422,17.20
