town,candidate_number,votes,region_code,candidate,region,link,town_code,votes_percentage
Toronto,9,89,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=124&xokrsek=82,1000082,73.33
Santiago de Chile,6,12,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=152&xokrsek=83,1000083,17.64
Santiago de Chile,9,21,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=152&xokrsek=83,1000083,23.52
Havana,6,8,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=192&xokrsek=84,1000084,5.55
Havana,9,46,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=192&xokrsek=84,1000084,33.33
Mexiko,6,3,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=484&xokrsek=85,1000085,19.23
Mexiko,9,28,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=484&xokrsek=85,1000085,23.07
Lima,6,6,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=604&xokrsek=86,1000086,13.63
Lima,9,8,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=604&xokrsek=86,1000086,18.18
Los Angeles,6,7,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=87,1000087,6.52
Los Angeles,9,55,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=87,1000087,60.86
New York,6,19,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=88,1000088,6.96
New York,9,235,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=88,1000088,68.98
Washington,6,22,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=89,1000089,8.54
Washington,9,102,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=89,1000089,61.53
Chicago,6,7,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=90,1000090,6.15
Chicago,9,62,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AM&xzeme=840&xokrsek=90,1000090,56.92
Alžír,6,3,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=12&xokrsek=91,1000091,0.00
Alžír,9,7,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=12&xokrsek=91,1000091,33.33
Addis Abeba,6,2,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=231&xokrsek=92,1000092,7.69
Addis Abeba,9,15,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=231&xokrsek=92,1000092,69.23
Akkra,6,1,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=288&xokrsek=93,1000093,0.00
Akkra,9,6,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=288&xokrsek=93,1000093,20.00
Tripolis,6,3,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=434&xokrsek=94,1000094,33.33
Tripolis,9,2,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=434&xokrsek=94,1000094,16.66
Rabat,6,5,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=504&xokrsek=95,1000095,0.00
Rabat,9,3,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=504&xokrsek=95,1000095,37.50
Abuja,6,2,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=566&xokrsek=96,1000096,20.00
Abuja,9,8,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=566&xokrsek=96,1000096,70.00
Pretoria,6,2,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=710&xokrsek=97,1000097,0.00
Pretoria,9,19,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=710&xokrsek=97,1000097,66.66
Harare,6,0,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=716&xokrsek=98,1000098,0.00
Harare,9,7,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=716&xokrsek=98,1000098,57.14
Tunis,6,5,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=788&xokrsek=99,1000099,33.33
Tunis,9,3,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=788&xokrsek=99,1000099,22.22
Káhira,6,7,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=818&xokrsek=100,1000100,6.89
Káhira,9,21,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AF&xzeme=818&xokrsek=100,1000100,24.13
Canberra,6,7,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AO&xzeme=36&xokrsek=101,1000101,50.00
Canberra,9,7,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AO&xzeme=36&xokrsek=101,1000101,30.00
Sydney,6,16,X,Zeman Miloš Ing.,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AO&xzeme=36&xokrsek=102,1000102,8.33
Sydney,9,98,X,Schwarzenberg Karel,Zahraničí,pe311?xjazyk=CZ&xobec=999997&xsvetadil=AO&xzeme=36&xokrsek=102,1000102,58.33
Želechovice nad Dřevnicí,6,502,CZ0724,Zeman Miloš Ing.,Zlín,pe311?xjazyk=CZ&xnumnuts=7204&xobec=500011,500011,24.26
Želechovice nad Dřevnicí,9,538,CZ0724,Schwarzenberg Karel,Zlín,pe311?xjazyk=CZ&xnumnuts=7204&xobec=500011,500011,27.10
Petrov nad Desnou,6,347,CZ0715,Zeman Miloš Ing.,Šumperk,pe311?xjazyk=CZ&xnumnuts=7105&xobec=500020,500020,27.46
Petrov nad Desnou,9,182,CZ0715,Schwarzenberg Karel,Šumperk,pe311?xjazyk=CZ&xnumnuts=7105&xobec=500020,500020,13.20
Libhošť,6,539,CZ0804,Zeman Miloš Ing.,Nový Jičín,pe311?xjazyk=CZ&xnumnuts=8104&xobec=500046,500046,30.81
Libhošť,9,273,CZ0804,Schwarzenberg Karel,Nový Jičín,pe311?xjazyk=CZ&xnumnuts=8104&xobec=500046,500046,10.08
Praha 1,6,3346,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500054,500054,11.97
Praha 1,9,11409,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500054,500054,55.67
Krhová,6,525,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=500062,500062,20.92
Krhová,9,454,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=500062,500062,18.35
Poličná,6,514,CZ0723,Zeman Miloš Ing.,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=500071,500071,27.16
Poličná,9,376,CZ0723,Schwarzenberg Karel,Vsetín,pe311?xjazyk=CZ&xnumnuts=7203&xobec=500071,500071,18.85
Praha 2,6,5637,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500089,500089,13.81
Praha 2,9,15577,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500089,500089,50.65
Praha 3,6,10244,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500097,500097,16.41
Praha 3,9,21749,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500097,500097,45.93
Praha 4,6,21207,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500119,500119,16.59
Praha 4,9,42920,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500119,500119,44.57
Praha 5,6,10936,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500143,500143,14.47
Praha 5,9,26410,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500143,500143,48.49
Praha 6,6,15172,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500178,500178,14.73
Praha 6,9,35853,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500178,500178,49.73
Praha 7,6,5348,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500186,500186,14.35
Praha 7,9,13787,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500186,500186,49.39
Praha 8,6,18647,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500208,500208,18.51
Praha 8,9,30474,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500208,500208,39.81
Praha 9,6,8372,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500216,500216,18.22
Praha 9,9,14620,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500216,500216,39.39
Praha 10,6,18162,CZ0100,Zeman Miloš Ing.,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500224,500224,17.58
Praha 10,9,34172,CZ0100,Schwarzenberg Karel,Praha,pe311?xjazyk=CZ&xnumnuts=1100&xobec=500224,500224,42.30
Veřovice,6,599,CZ0804,Zeman Miloš Ing.,Nový Jičín,pe311?xjazyk=CZ&xnumnuts=8104&xobec=500259,500259,27.66
Veřovice,9,359,CZ0804,Schwarzenberg Karel,Nový Jičín,pe311?xjazyk=CZ&xnumnuts=8104&xobec=500259,500259,15.08
Vřesina,6,813,CZ0806,Zeman Miloš Ing.,Ostrava-město,pe311?xjazyk=CZ&xnumnuts=8106&xobec=500291,500291,26.61
Vřesina,9,671,CZ0806,Schwarzenberg Karel,Ostrava-město,pe311?xjazyk=CZ&xnumnuts=8106&xobec=500291,500291,22.71
Olomouc,6,24988,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500496,500496,23.93
Olomouc,9,23406,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500496,500496,27.03
Bělkovice-Lašťany,6,600,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500526,500526,27.23
Bělkovice-Lašťany,9,409,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500526,500526,17.73
Bílá Lhota,6,421,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500623,500623,33.38
Bílá Lhota,9,135,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500623,500623,7.51
Blatec,6,158,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500801,500801,24.32
Blatec,9,110,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500801,500801,20.12
Bohuňovice,6,738,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500852,500852,25.73
Bohuňovice,9,601,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500852,500852,21.70
Bouzov,6,551,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500861,500861,30.02
Bouzov,9,270,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500861,500861,15.13
Bystročice,6,223,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500879,500879,24.54
Bystročice,9,142,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=500879,500879,16.97
Dlouhá Loučka,6,671,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501476,501476,27.79
Dlouhá Loučka,9,222,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501476,501476,9.77
Dolany,6,663,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501646,501646,24.26
Dolany,9,645,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501646,501646,26.40
Drahanovice,6,635,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501751,501751,31.00
Drahanovice,9,240,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501751,501751,10.69
Dub nad Moravou,6,505,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501794,501794,29.00
Dub nad Moravou,9,242,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501794,501794,13.50
Grygov,6,468,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501841,501841,26.46
Grygov,9,263,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=501841,501841,16.81
Hlubočky,6,1295,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502146,502146,24.17
Hlubočky,9,604,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502146,502146,13.41
Hněvotín,6,453,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502235,502235,28.35
Hněvotín,9,331,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502235,502235,20.75
Hnojice,6,142,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502405,502405,22.36
Hnojice,9,128,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502405,502405,16.29
Horka nad Moravou,6,717,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502545,502545,24.71
Horka nad Moravou,9,498,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502545,502545,18.41
Cholina,6,239,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502839,502839,27.09
Cholina,9,133,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=502839,502839,7.88
Jívová,6,178,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503142,503142,23.98
Jívová,9,91,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503142,503142,9.45
Kožušany-Tážaly,6,259,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503304,503304,24.51
Kožušany-Tážaly,9,156,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503304,503304,13.76
Žitovlice,6,53,CZ0208,Zeman Miloš Ing.,Nymburk,pe311?xjazyk=CZ&xnumnuts=2108&xobec=503410,503410,27.36
Žitovlice,9,27,CZ0208,Schwarzenberg Karel,Nymburk,pe311?xjazyk=CZ&xnumnuts=2108&xobec=503410,503410,10.52
Litovel,6,3269,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503444,503444,31.60
Litovel,9,1478,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503444,503444,13.60
Luká,6,317,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503622,503622,32.53
Luká,9,135,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503622,503622,10.62
Lutín,6,1046,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503657,503657,31.77
Lutín,9,483,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503657,503657,15.69
Majetín,6,412,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503738,503738,31.66
Majetín,9,176,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503738,503738,10.17
Kostelec,6,139,CZ0327,Zeman Miloš Ing.,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=503916,503916,15.66
Kostelec,9,50,CZ0327,Schwarzenberg Karel,Tachov,pe311?xjazyk=CZ&xnumnuts=3207&xobec=503916,503916,11.52
Libavá,6,371,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503941,503941,41.42
Libavá,9,69,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=503941,503941,4.04
Mladeč,6,233,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504246,504246,33.43
Mladeč,9,87,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504246,504246,13.06
Dřenice,6,124,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504301,504301,20.98
Dřenice,9,35,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504301,504301,12.34
Náklo,6,445,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504441,504441,24.39
Náklo,9,253,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504441,504441,12.33
Náměšť na Hané,6,618,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504505,504505,25.71
Náměšť na Hané,9,376,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504505,504505,17.36
Paseka,6,405,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504785,504785,31.92
Paseka,9,181,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=504785,504785,17.50
Lány,6,71,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504807,504807,27.15
Lány,9,64,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504807,504807,15.23
Třibřichy,6,105,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504921,504921,28.88
Třibřichy,9,73,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504921,504921,17.22
Dvakačovice,6,44,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504955,504955,27.47
Dvakačovice,9,39,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=504955,504955,24.17
Bítovany,6,149,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=505005,505005,30.70
Bítovany,9,91,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=505005,505005,18.50
Příkazy,6,404,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505013,505013,31.25
Příkazy,9,251,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505013,505013,16.51
Dolní Bezděkov,6,61,CZ0531,Zeman Miloš Ing.,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=505030,505030,36.66
Dolní Bezděkov,9,31,CZ0531,Schwarzenberg Karel,Chrudim,pe311?xjazyk=CZ&xnumnuts=5301&xobec=505030,505030,18.88
Senice na Hané,6,638,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505081,505081,29.95
Senice na Hané,9,337,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505081,505081,16.94
Červená Hora,6,52,CZ0523,Zeman Miloš Ing.,Náchod,pe311?xjazyk=CZ&xnumnuts=5203&xobec=505099,505099,16.27
Červená Hora,9,68,CZ0523,Schwarzenberg Karel,Náchod,pe311?xjazyk=CZ&xnumnuts=5203&xobec=505099,505099,27.13
Slatinice,6,483,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505111,505111,32.11
Slatinice,9,310,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505111,505111,15.34
Březová nad Svitavou,6,474,CZ0533,Zeman Miloš Ing.,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=505145,505145,30.29
Březová nad Svitavou,9,193,CZ0533,Schwarzenberg Karel,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=505145,505145,12.90
Štěpánov,6,1020,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505161,505161,25.07
Štěpánov,9,590,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505161,505161,16.25
Šternberk,6,3862,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505188,505188,25.07
Šternberk,9,2459,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505188,505188,18.48
Šumvald,6,543,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505218,505218,26.90
Šumvald,9,227,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505218,505218,11.38
Těšetice,6,373,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505269,505269,28.73
Těšetice,9,264,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505269,505269,19.06
Troubelice,6,643,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505293,505293,24.48
Troubelice,9,314,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505293,505293,15.99
Tršice,6,494,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505366,505366,24.84
Tršice,9,318,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505366,505366,18.36
Bělá u Jevíčka,6,151,CZ0533,Zeman Miloš Ing.,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=505391,505391,34.95
Bělá u Jevíčka,9,44,CZ0533,Schwarzenberg Karel,Svitavy,pe311?xjazyk=CZ&xnumnuts=5303&xobec=505391,505391,10.19
Újezd,6,494,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505501,505501,30.95
Újezd,9,153,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505501,505501,10.56
Jenčice,6,113,CZ0423,Zeman Miloš Ing.,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=505528,505528,25.12
Jenčice,9,68,CZ0423,Schwarzenberg Karel,Litoměřice,pe311?xjazyk=CZ&xnumnuts=4203&xobec=505528,505528,20.60
Uničov,6,3666,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505587,505587,28.41
Uničov,9,1898,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505587,505587,15.61
Velká Bystřice,6,765,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505609,505609,21.14
Velká Bystřice,9,752,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505609,505609,25.55
Velký Týnec,6,769,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505650,505650,24.91
Velký Týnec,9,552,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505650,505650,17.09
Velký Újezd,6,393,CZ0712,Zeman Miloš Ing.,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505668,505668,28.47
Velký Újezd,9,202,CZ0712,Schwarzenberg Karel,Olomouc,pe311?xjazyk=CZ&xnumnuts=7102&xobec=505668,505668,13.55
